VistID,Age,Avg_Income,Country_Name,Sex,DOB
3672079,20,60803,Gibraltar,F,25-06-2002
3700677,20,39810,Eritrea,F,25-06-2002
3784282,20,55424.24,Albania,F,25-06-2002
3861881,20,70510.59,Kazakhstan,F,25-06-2002
3899505,20,46239,Niger,M,25-06-2002
3917518,20,79484.8,Seychelles,M,25-06-2002
4033909,20,38745,Moldova,M,25-06-2002
4048857,20,66785,Ghana,F,25-06-2002
4094263,20,65963,Norway,M,25-06-2002
4125481,20,52182,Christmas Island,F,25-06-2002
4155020,20,56457.01,United Kingdom,M,25-06-2002
4203766,20,46653.75,Tokelau,M,25-06-2002
4212339,20,51171,Benin,M,25-06-2002
4247692,20,52520.75,Kazakhstan,M,25-06-2002
4257630,20,32550,France,F,25-06-2002
4293343,20,59621,Niger,F,25-06-2002
4315798,20,59761.56,Serbia,F,25-06-2002
4319622,20,45945.88,Turkmenistan,F,25-06-2002
4429577,20,65653.47,Iran,M,25-06-2002
4433512,20,56986.73,Gibraltar,M,25-06-2002
4460680,20,62161.26,Ukraine,F,25-06-2002
4516353,20,62475.99,Bulgaria,F,25-06-2002
4522739,20,39699.13,Sweden,M,25-06-2002
4550579,20,69476.42,Guinea,M,25-06-2002
4620342,20,57260.41,Samoa,M,25-06-2002
4658116,20,59761.56,Haiti,M,25-06-2002
4738227,20,51473.28,Martinique,M,25-06-2002
4797018,20,55642.32,Mali,F,25-06-2002
4930341,20,69869.66,Senegal,F,25-06-2002
4962489,20,68787,Zimbabwe,M,25-06-2002
4993361,20,42362,Kyrgyz Republic,F,25-06-2002
5031352,20,61467.33,Papua New Guinea,F,25-06-2002
5059403,20,34942,Congo,F,25-06-2002
5083383,20,67058.72,Georgia,F,25-06-2002
5140166,20,41356,Lebanon,F,25-06-2002
5187332,20,56884.74,Zambia,M,25-06-2002
5264914,20,55788,Central African Republic,M,25-06-2002
5274634,20,46024,China,M,25-06-2002
5301966,20,46179.97,Guadeloupe,M,25-06-2002
5328802,20,32709,Trinidad and Tobago,M,25-06-2002
5630958,20,29359,Northern Mariana Islands,M,25-06-2002
5731522,20,51049.47,Poland,F,25-06-2002
5764170,20,59240,Puerto Rico,F,25-06-2002
5771705,20,77460.07,Holy See (Vatican City State),M,25-06-2002
5816430,20,63924.82,Italy,F,25-06-2002
5992965,20,71719,Poland,F,25-06-2002
6017207,20,77871.75,Greece,M,25-06-2002
6026332,20,54541.56,Cameroon,M,25-06-2002
6064650,20,64775.1,Luxembourg,M,25-06-2002
6068207,20,58776.67,Myanmar,F,25-06-2002
6072190,20,60082.66,Saudi Arabia,F,25-06-2002
6166427,20,33952,Turks and Caicos Islands,F,25-06-2002
6375750,20,47139.21,Bosnia and Herzegovina,M,25-06-2002
6614034,20,60372.64,Australia,M,25-06-2002
6662877,20,53185.34,Ukraine,F,25-06-2002
6740207,20,52097,Israel,M,25-06-2002
6778760,20,38609.2,Bolivia,M,25-06-2002
6812250,20,31343,Sierra Leone,M,25-06-2002
6819510,20,60151.77,Dominica,M,25-06-2002
6869280,20,46974.15,Malawi,F,25-06-2002
6923940,20,50200,Tonga,F,25-06-2002
6969334,20,65496.78,Madagascar,F,25-06-2002
6986038,20,52140.04,Guatemala,F,25-06-2002
7091334,20,69562.46,Timor-Leste,F,25-06-2002
7230788,20,55642.32,Ghana,M,25-06-2002
7258774,20,60843.32,Italy,F,25-06-2002
7457347,20,65280.16,Martinique,F,25-06-2002
7559718,20,58183,Chad,F,25-06-2002
7651444,20,71393,Kenya,F,25-06-2002
7748759,20,70505.06,Azerbaijan,M,25-06-2002
7829894,20,66188,Spain,F,25-06-2002
7854509,20,66349,Latvia,F,25-06-2002
7856836,20,48761.14,Somalia,M,25-06-2002
7879437,20,34309.24,Jordan,F,25-06-2002
7886566,20,55901.12,Kyrgyz Republic,F,25-06-2002
7930946,20,61428.18,Madagascar,F,25-06-2002
7964243,20,51409.45,Samoa,M,25-06-2002
8061201,20,48454,United States Virgin Islands,F,25-06-2002
8096102,20,45716,Taiwan,F,25-06-2002
8131825,20,66188,Grenada,M,25-06-2002
8138392,20,62589.84,Antigua and Barbuda,F,25-06-2002
8180976,20,59047.91,Bosnia and Herzegovina,M,25-06-2002
8205162,20,37335,Pakistan,M,25-06-2002
8258671,20,64122.36,Egypt,M,25-06-2002
8267404,20,70233,Serbia,F,25-06-2002
8269487,20,36914,Suriname,M,25-06-2002
8310488,20,68864,Cyprus,M,25-06-2002
8374789,20,41229,Moldova,F,25-06-2002
8499038,20,56884.74,Guernsey,F,25-06-2002
8540252,20,57195.96,Guernsey,F,25-06-2002
8545615,20,43445,Bahrain,F,25-06-2002
8738611,20,63976.44,Gibraltar,M,25-06-2002
8787653,20,73600.28,Gambia,F,25-06-2002
8875838,20,52563.22,Guadeloupe,M,25-06-2002
8983749,20,55424.24,Philippines,F,25-06-2002
9056627,20,62312.23,Suriname,M,25-06-2002
9101470,20,60641,Sao Tome and Principe,F,25-06-2002
9105346,20,50216.01,Senegal,M,25-06-2002
9125388,20,31281,Albania,M,25-06-2002
9135746,20,50983.75,China,M,25-06-2002
9219232,20,49996,Argentina,F,25-06-2002
9453735,20,39810,Sao Tome and Principe,F,25-06-2002
9460417,20,70012.83,Wallis and Futuna,F,25-06-2002
9483555,20,66699.12,Saint Martin,F,25-06-2002
9492433,20,71136.49,United States Virgin Islands,F,25-06-2002
9537373,20,73910.9,Venezuela,M,25-06-2002
9654337,20,72683.35,Tuvalu,M,25-06-2002
9703966,20,66263.37,Benin,F,25-06-2002
9714223,20,52178.98,Paraguay,M,25-06-2002
9749625,20,62572.88,Canada,F,25-06-2002
9799437,20,46179.97,Saudi Arabia,F,25-06-2002
9861645,20,59886.58,Lesotho,F,25-06-2002
9889627,20,64235.51,Northern Mariana Islands,M,25-06-2002
9937894,20,72188.9,Poland,F,25-06-2002
1149769,21,61922.06,Jersey,F,24-06-2001
1206735,21,54774.77,Peru,M,24-06-2001
1298889,21,67744.56,Saudi Arabia,F,24-06-2001
1387193,21,74166.24,Burundi,F,24-06-2001
1442518,21,46557.92,Algeria,F,24-06-2001
1460229,21,70510.59,Mauritania,F,24-06-2001
1494107,21,64631.22,Nepal,M,24-06-2001
1827827,21,70701.31,Norfolk Island,M,24-06-2001
1838438,21,61009.1,Venezuela,M,24-06-2001
1921528,21,48376.14,Czech Republic,M,24-06-2001
1947936,21,73889.99,United States of America,F,24-06-2001
1959257,21,70377.23,Somalia,F,24-06-2001
2195930,21,59784.18,Saint Martin,M,24-06-2001
2292350,21,61009.1,Taiwan,F,24-06-2001
2502347,21,64021.55,Bahamas,M,24-06-2001
2654683,21,78119.5,Niue,M,24-06-2001
2803273,21,67686.16,Qatar,F,24-06-2001
2870605,21,63551.67,Togo,M,24-06-2001
2981310,21,66107.84,Japan,F,24-06-2001
3006650,21,59784.18,Sweden,F,24-06-2001
3049220,21,66269.49,Korea,M,24-06-2001
3068893,21,60550.66,Philippines,M,24-06-2001
3112314,21,61601.05,Tunisia,M,24-06-2001
3125891,21,64188.5,Kazakhstan,M,24-06-2001
3127497,21,50356.06,Faroe Islands,F,24-06-2001
3201118,21,64929.61,Taiwan,F,24-06-2001
3303999,21,64902.47,Bangladesh,M,24-06-2001
3598984,21,65496.78,Yemen,M,24-06-2001
3614093,21,64008.55,Ghana,F,24-06-2001
3644646,21,60315.19,Sudan,F,24-06-2001
3686569,21,33239.2,Cote d'Ivoire,F,24-06-2001
3688196,21,51847.26,Bhutan,F,24-06-2001
3748501,21,51049.47,Argentina,F,24-06-2001
3991208,21,64447.77,Ghana,F,24-06-2001
4017381,21,42162.9,Eritrea,M,24-06-2001
4089460,21,71296.67,Guinea,F,24-06-2001
4152502,21,69285.69,Israel,M,24-06-2001
4422372,21,50950.24,Tanzania,M,24-06-2001
4520681,21,60637.62,Bulgaria,M,24-06-2001
4540220,21,72330.57,Hong Kong,F,24-06-2001
4585381,21,76435.3,Cambodia,F,24-06-2001
4624138,21,60514.05,Wallis and Futuna,F,24-06-2001
4838939,21,71222.4,Singapore,F,24-06-2001
4869592,21,52520.75,Gambia,F,24-06-2001
4913467,21,65186.58,Sudan,M,24-06-2001
4937102,21,61617.98,Armenia,F,24-06-2001
5046898,21,62204.93,Malta,F,24-06-2001
5228675,21,59797.64,Algeria,F,24-06-2001
5437506,21,66574,Estonia,F,24-06-2001
5553556,21,62491.01,Christmas Island,M,24-06-2001
5694627,21,64698.58,Papua New Guinea,M,24-06-2001
5729134,21,59784.18,Slovakia (Slovak Republic),M,24-06-2001
5851162,21,47169.14,Yemen,M,24-06-2001
5946245,21,58443.99,Tunisia,M,24-06-2001
6006297,21,63319.99,Vietnam,F,24-06-2001
6074850,21,48537.18,Cyprus,F,24-06-2001
6117902,21,64188.5,Jamaica,M,24-06-2001
6122401,21,58476.57,Syrian Arab Republic,M,24-06-2001
6221063,21,64235.51,Singapore,M,24-06-2001
6258511,21,68783.45,Christmas Island,M,24-06-2001
6273337,21,69874.18,Benin,F,24-06-2001
6554831,21,67633.44,Bolivia,M,24-06-2001
6618582,21,67526.92,Iran,M,24-06-2001
6663205,21,58576.12,Hong Kong,M,24-06-2001
6686325,21,64267.88,Madagascar,M,24-06-2001
6732612,21,61628.72,Barbados,M,24-06-2001
6832096,21,74024.61,Aruba,M,24-06-2001
6836834,21,72209.99,Western Sahara,F,24-06-2001
6857167,21,54725.87,Belarus,F,24-06-2001
6892264,21,61806.31,Barbados,F,24-06-2001
7049673,21,67301.39,Eritrea,M,24-06-2001
7092110,21,60997.84,Korea,F,24-06-2001
7218764,21,57844.96,Jamaica,F,24-06-2001
7251483,21,69438.04,Uzbekistan,F,24-06-2001
7405692,21,60637.62,Cambodia,M,24-06-2001
7414382,21,75524.78,Saudi Arabia,F,24-06-2001
7430305,21,65227.79,Pakistan,M,24-06-2001
7441641,21,68033.54,Hungary,M,24-06-2001
7458207,21,45959.86,Dominica,F,24-06-2001
7676749,21,56884.74,Guadeloupe,M,24-06-2001
8049282,21,76435.3,Turkmenistan,M,24-06-2001
8106966,21,75769.82,Mauritius,M,24-06-2001
8275319,21,76003.47,Tajikistan,M,24-06-2001
8356430,21,73687.5,Guam,M,24-06-2001
8356917,21,53852.85,Mayotte,F,24-06-2001
8396331,21,59677.64,French Polynesia,F,24-06-2001
8487958,21,69481.85,Martinique,F,24-06-2001
8495224,21,71228.44,Jamaica,F,24-06-2001
8512398,21,57330.43,French Polynesia,M,24-06-2001
8600285,21,46160.63,Tuvalu,F,24-06-2001
8726947,21,39699.13,Kazakhstan,F,24-06-2001
8741164,21,55901.12,Guernsey,M,24-06-2001
8847617,21,58633.63,Morocco,F,24-06-2001
8979614,21,60082.66,Chad,M,24-06-2001
9061282,21,52520.75,Guatemala,M,24-06-2001
9154161,21,66050.63,Niue,F,24-06-2001
9162586,21,67240.25,Macedonia,F,24-06-2001
9189274,21,53673.08,New Zealand,F,24-06-2001
9223461,21,65421.39,Yemen,M,24-06-2001
9290263,21,62772.42,Uzbekistan,F,24-06-2001
9329752,21,60309.58,Bahamas,F,24-06-2001
9359280,21,56216.57,Mongolia,F,24-06-2001
9408044,21,56909.3,Japan,M,24-06-2001
9420106,21,50147.72,Senegal,M,24-06-2001
9555011,21,41768.13,Panama,F,24-06-2001
9623141,21,65620.25,Egypt,F,24-06-2001
9801385,21,66107.84,Jordan,F,24-06-2001
9831871,21,34309.24,Comoros,F,24-06-2001
9861614,21,71296.67,Grenada,F,24-06-2001
9878927,21,66263.37,Faroe Islands,F,24-06-2001
9972549,21,71136.49,New Zealand,M,24-06-2001
1050132,22,41851.38,Taiwan,F,24-06-2000
1261266,22,50038.65,Jersey,M,24-06-2000
1273646,22,43882,United States of America,F,24-06-2000
1320093,22,48761.14,Nepal,M,24-06-2000
1428849,22,71136.49,San Marino,F,24-06-2000
1479296,22,57868.44,Sudan,M,24-06-2000
1522298,22,33952,Bosnia and Herzegovina,F,24-06-2000
1552755,22,70012.83,Costa Rica,F,24-06-2000
1560737,22,60879.48,Zambia,F,24-06-2000
1576472,22,66217.31,Iran,F,24-06-2000
1677648,22,58037.66,China,F,24-06-2000
1687209,22,64802.33,Saint Pierre and Miquelon,M,24-06-2000
1724094,22,60550.66,Czech Republic,F,24-06-2000
1907919,22,38350,Canada,F,24-06-2000
1920732,22,65461.92,Finland,M,24-06-2000
1965014,22,62589.84,Guinea,M,24-06-2000
1988883,22,40135,Turks and Caicos Islands,F,24-06-2000
2006062,22,43882,New Zealand,F,24-06-2000
2044977,22,57545.56,Northern Mariana Islands,M,24-06-2000
2082412,22,73392.28,Saudi Arabia,M,24-06-2000
2141084,22,67714.82,Suriname,M,24-06-2000
2149923,22,42760.22,Japan,F,24-06-2000
2310074,22,50950.24,Ghana,M,24-06-2000
2318449,22,55901.12,Austria,F,24-06-2000
2498308,22,50672,Ghana,M,24-06-2000
2510040,22,52416.18,Nepal,F,24-06-2000
2736186,22,51512.66,South Africa,F,24-06-2000
2792595,22,48918.55,American Samoa,M,24-06-2000
2852839,22,59998.5,Brazil,M,24-06-2000
2913597,22,40478.83,Dominica,M,24-06-2000
2929782,22,60465.72,Cote d'Ivoire,F,24-06-2000
3024888,22,59677.64,Dominican Republic,M,24-06-2000
3032607,22,27073,Burkina Faso,M,24-06-2000
3041976,22,38067,Tonga,F,24-06-2000
3057471,22,62053.37,Eritrea,F,24-06-2000
3066326,22,56683,Falkland Islands (Malvinas),M,24-06-2000
3068397,22,70510.59,Australia,F,24-06-2000
3072825,22,62589.84,Luxembourg,F,24-06-2000
3072826,22,64828,Timor-Leste,F,24-06-2000
3189416,22,15879,Venezuela,M,24-06-2000
3323931,22,60641,Saint Lucia,F,24-06-2000
3341789,22,42908,Norfolk Island,F,24-06-2000
3368408,22,57014.84,Chile,M,24-06-2000
3406904,22,68717,Yemen,M,24-06-2000
3418830,22,59785.94,Austria,M,24-06-2000
3428857,22,61833.9,Brazil,M,24-06-2000
3489015,22,46004,Micronesia,F,24-06-2000
3535719,22,51501.38,Palestinian Territory,F,24-06-2000
3664702,22,69775.75,Tokelau,F,24-06-2000
3686022,22,39939,Holy See (Vatican City State),M,24-06-2000
3687396,22,67113.46,French Polynesia,M,24-06-2000
3736205,22,63966.72,Sudan,F,24-06-2000
3755271,22,46403.18,Greenland,M,24-06-2000
3906617,22,56181,Suriname,F,24-06-2000
3932639,22,56216.57,Australia,F,24-06-2000
3934764,22,70053,Isle of Man,F,24-06-2000
3972049,22,58953.01,Bosnia and Herzegovina,F,24-06-2000
4054122,22,48537.18,Barbados,F,24-06-2000
4341021,22,56593.8,Dominica,F,24-06-2000
4341428,22,69646.35,Malaysia,M,24-06-2000
4382984,22,63394.41,San Marino,F,24-06-2000
4449301,22,54774.77,Azerbaijan,F,24-06-2000
4523952,22,59420,Antigua and Barbuda,F,24-06-2000
4549188,22,69646.35,Canada,F,24-06-2000
4629555,22,51864.77,Cameroon,F,24-06-2000
4656271,22,60309.58,Rwanda,F,24-06-2000
4705503,22,68305.91,Central African Republic,F,24-06-2000
4786977,22,50356.06,United States Virgin Islands,F,24-06-2000
4835458,22,61389.5,Moldova,M,24-06-2000
4857302,22,50457,Mayotte,M,24-06-2000
4879238,22,31948,Montserrat,M,24-06-2000
5256992,22,75535.14,American Samoa,M,24-06-2000
5265308,22,47139.21,Angola,M,24-06-2000
5354740,22,72188.9,Tajikistan,F,24-06-2000
5421591,22,62729.4,Gabon,M,24-06-2000
5486178,22,42650,Venezuela,F,24-06-2000
5596558,22,44490.09,Tokelau,M,24-06-2000
5626454,22,61922.06,Burundi,F,24-06-2000
5652634,22,61691,Norway,M,24-06-2000
5690087,22,65044.59,Mauritania,M,24-06-2000
5693877,22,38427.66,Russian Federation,F,24-06-2000
5710417,22,59422.47,American Samoa,F,24-06-2000
5718645,22,56379.3,Falkland Islands (Malvinas),F,24-06-2000
5757016,22,72554,Mauritania,M,24-06-2000
5792642,22,69874.18,Niue,F,24-06-2000
5832278,22,69428.73,Guernsey,M,24-06-2000
5934841,22,64122.36,Guinea,M,24-06-2000
5935878,22,63664.32,Bahamas,M,24-06-2000
5938658,22,56067.38,Eritrea,F,24-06-2000
6179592,22,40478.83,Australia,M,24-06-2000
6191503,22,48852.58,Angola,M,24-06-2000
6210286,22,57691.95,Lao People's Democratic Republic,F,24-06-2000
6252189,22,64287.78,Trinidad and Tobago,M,24-06-2000
6328799,22,42079,Netherlands Antilles,F,24-06-2000
6393526,22,55130.96,Benin,M,24-06-2000
6456633,22,46931,Portugal,F,24-06-2000
6478354,22,61608.23,Fiji,M,24-06-2000
6573831,22,27241,Brunei Darussalam,M,24-06-2000
6620349,22,55002,South Africa,F,24-06-2000
6635983,22,70233,Yemen,F,24-06-2000
6648816,22,58847,Macedonia,M,24-06-2000
6665327,22,46179.97,Bouvet Island (Bouvetoya),F,24-06-2000
6688571,22,67516.07,Tonga,F,24-06-2000
6817348,22,29728,Malawi,F,24-06-2000
